Order ID,Order Date,Region,Product Category,Product,Quantity,Unit Price,Total Sales,Month
1047,2022-06-16,West,Office Supplies,Phone,5,210.81,1054.05,2022-06
1048,2022-10-01,West,Electronics,Pen,8,210.81,1686.48,2022-10
1049,2022-03-30,South,Furniture,Notebook,8,210.81,1686.48,2022-03
1050,2022-11-12,West,Furniture,Chair,3,210.81,632.4300000000001,2022-11
1051,2022-01-14,West,Office Supplies,Chair,4,210.81,843.24,2022-01
1052,2022-08-30,North,Furniture,Desk,6,210.81,1264.8600000000001,2022-08
1053,2022-09-22,West,Electronics,Laptop,3,210.81,632.4300000000001,2022-09
1054,2022-12-12,East,Office Supplies,Phone,2,210.81,421.62,2022-12
1055,2022-02-22,North,Electronics,Printer,6,210.81,1264.8600000000001,2022-02
1056,2022-12-06,North,Electronics,Laptop,5,210.81,1054.05,2022-12
1057,2022-04-02,South,Furniture,Monitor,5,210.81,1054.05,2022-04
1058,2022-09-21,West,Office Supplies,Monitor,5,210.81,1054.05,2022-09
1059,2022-02-04,South,Office Supplies,Pen,5,210.81,1054.05,2022-02
1060,2022-07-25,East,Furniture,Desk,3,210.81,632.4300000000001,2022-07
1061,2022-03-22,North,Electronics,Desk,7,210.81,1475.67,2022-03
1062,2022-02-19,North,Electronics,Desk,6,210.81,1264.8600000000001,2022-02
1063,2022-12-26,North,Electronics,Pen,4,210.81,843.24,2022-12
1064,2022-01-02,East,Electronics,Monitor,2,210.81,421.62,2022-01
1065,2022-02-23,East,Office Supplies,Laptop,9,210.81,1897.29,2022-02
1066,2022-04-16,South,Office Supplies,Pen,1,210.81,210.81,2022-04
1067,2022-09-17,South,Furniture,Pen,4,210.81,843.24,2022-09
1068,2022-11-06,South,Furniture,Laptop,1,210.81,210.81,2022-11
1069,2022-07-10,West,Office Supplies,Desk,6,210.81,1264.8600000000001,2022-07
1070,2022-08-06,North,Office Supplies,Printer,4,210.81,843.24,2022-08
1071,2022-02-13,North,Electronics,Laptop,5,210.81,1054.05,2022-02
1072,2022-06-11,South,Electronics,Monitor,5,210.81,1054.05,2022-06
1073,2022-07-21,North,Furniture,Chair,9,210.81,1897.29,2022-07
1074,2022-09-27,South,Office Supplies,Phone,1,210.81,210.81,2022-09
1075,2022-12-17,West,Furniture,Chair,2,210.81,421.62,2022-12
1076,2022-10-31,West,Office Supplies,Notebook,6,210.81,1264.8600000000001,2022-10
1077,2022-09-28,East,Electronics,Notebook,5,210.81,1054.05,2022-09
1078,2022-08-03,West,Furniture,Pen,7,210.81,1475.67,2022-08
1079,2022-09-09,South,Furniture,Phone,3,210.81,632.4300000000001,2022-09
1080,2022-07-09,West,Office Supplies,Chair,3,210.81,632.4300000000001,2022-07
1081,2022-10-23,East,Electronics,Printer,2,210.81,421.62,2022-10
1082,2022-08-01,North,Furniture,Desk,3,210.81,632.4300000000001,2022-08
1083,2022-07-27,South,Electronics,Monitor,1,210.81,210.81,2022-07
1084,2022-08-25,North,Furniture,Notebook,5,210.81,1054.05,2022-08
1085,2022-12-04,East,Electronics,Printer,5,210.81,1054.05,2022-12
1086,2022-02-22,East,Office Supplies,Monitor,7,210.81,1475.67,2022-02
1087,2022-10-07,East,Furniture,Monitor,4,210.81,843.24,2022-10
1088,2022-08-05,North,Furniture,Desk,3,210.81,632.4300000000001,2022-08
1089,2022-09-09,North,Electronics,Phone,1,210.81,210.81,2022-09
1090,2022-07-07,North,Electronics,Pen,8,210.81,1686.48,2022-07
1091,2022-02-10,North,Furniture,Chair,3,210.81,632.4300000000001,2022-02
1092,2022-06-06,East,Office Supplies,Desk,2,210.81,421.62,2022-06
1093,2022-01-15,East,Electronics,Printer,4,210.81,843.24,2022-01
1094,2022-10-28,South,Electronics,Pen,3,210.81,632.4300000000001,2022-10
1095,2022-03-06,South,Electronics,Printer,1,210.81,210.81,2022-03
1096,2022-12-11,North,Furniture,Pen,3,210.81,632.4300000000001,2022-12
1097,2022-11-23,West,Furniture,Phone,2,210.81,421.62,2022-11
1098,2022-01-09,West,Furniture,Notebook,8,210.81,1686.48,2022-01
1099,2022-12-10,East,Furniture,Printer,6,210.81,1264.8600000000001,2022-12
1100,2022-05-09,East,Office Supplies,Desk,9,210.81,1897.29,2022-05
1101,2022-05-16,East,Office Supplies,Pen,8,210.81,1686.48,2022-05
1102,2022-03-04,South,Furniture,Pen,3,210.81,632.4300000000001,2022-03
1103,2022-05-19,South,Office Supplies,Monitor,5,210.81,1054.05,2022-05
1104,2022-03-22,East,Electronics,Monitor,7,210.81,1475.67,2022-03
1105,2022-06-12,East,Electronics,Laptop,5,210.81,1054.05,2022-06
1106,2022-10-16,East,Electronics,Printer,8,210.81,1686.48,2022-10
1107,2022-09-18,West,Furniture,Monitor,5,210.81,1054.05,2022-09
1108,2022-08-19,South,Electronics,Laptop,1,210.81,210.81,2022-08
1109,2022-02-10,West,Office Supplies,Notebook,5,210.81,1054.05,2022-02
1110,2022-01-28,West,Furniture,Notebook,4,210.81,843.24,2022-01
1111,2022-05-15,East,Office Supplies,Monitor,6,210.81,1264.8600000000001,2022-05
1112,2022-07-20,East,Electronics,Printer,3,210.81,632.4300000000001,2022-07
1113,2022-11-24,North,Electronics,Pen,5,210.81,1054.05,2022-11
1114,2022-09-25,North,Electronics,Chair,2,210.81,421.62,2022-09
1115,2022-02-02,West,Furniture,Phone,6,210.81,1264.8600000000001,2022-02
1116,2022-02-17,South,Office Supplies,Printer,6,210.81,1264.8600000000001,2022-02
1117,2022-03-03,East,Furniture,Phone,5,210.81,1054.05,2022-03
1118,2022-08-04,East,Furniture,Desk,6,210.81,1264.8600000000001,2022-08
1119,2022-10-20,West,Electronics,Notebook,7,210.81,1475.67,2022-10
1120,2022-04-09,North,Furniture,Monitor,5,210.81,1054.05,2022-04
1121,2022-06-21,South,Furniture,Monitor,1,210.81,210.81,2022-06
1122,2022-12-26,North,Electronics,Phone,8,210.81,1686.48,2022-12
1123,2022-08-02,North,Furniture,Pen,4,210.81,843.24,2022-08
1124,2022-02-04,North,Electronics,Phone,9,210.81,1897.29,2022-02
1125,2022-08-15,North,Electronics,Desk,6,210.81,1264.8600000000001,2022-08
1126,2022-04-11,East,Electronics,Pen,1,210.81,210.81,2022-04
1127,2022-05-11,East,Electronics,Desk,3,210.81,632.4300000000001,2022-05
1128,2022-09-14,North,Furniture,Chair,3,210.81,632.4300000000001,2022-09
1129,2022-01-05,South,Electronics,Notebook,4,210.81,843.24,2022-01
1130,2022-08-06,West,Electronics,Monitor,6,210.81,1264.8600000000001,2022-08
1131,2022-09-12,South,Furniture,Monitor,7,210.81,1475.67,2022-09
1132,2022-12-25,South,Furniture,Chair,4,210.81,843.24,2022-12
1133,2022-10-10,South,Office Supplies,Laptop,6,210.81,1264.8600000000001,2022-10
1134,2022-07-26,North,Furniture,Notebook,1,210.81,210.81,2022-07
1135,2022-01-15,East,Furniture,Pen,8,210.81,1686.48,2022-01
1136,2022-12-12,South,Office Supplies,Chair,7,210.81,1475.67,2022-12
1137,2022-02-11,North,Furniture,Pen,9,210.81,1897.29,2022-02
1138,2022-06-28,South,Furniture,Phone,3,210.81,632.4300000000001,2022-06
1139,2022-03-04,South,Furniture,Printer,2,210.81,421.62,2022-03
1140,2022-12-18,North,Furniture,Monitor,1,210.81,210.81,2022-12
1141,2022-08-19,East,Office Supplies,Pen,3,210.81,632.4300000000001,2022-08
1142,2022-08-29,East,Furniture,Desk,5,210.81,1054.05,2022-08
1143,2022-02-21,West,Furniture,Pen,2,210.81,421.62,2022-02
1144,2022-04-06,North,Office Supplies,Printer,3,210.81,632.4300000000001,2022-04
1145,2022-08-10,West,Electronics,Notebook,4,210.81,843.24,2022-08
1146,2022-08-19,West,Office Supplies,Monitor,7,210.81,1475.67,2022-08
1147,2022-08-25,West,Electronics,Phone,3,210.81,632.4300000000001,2022-08
1148,2022-05-23,East,Office Supplies,Chair,9,210.81,1897.29,2022-05
1149,2022-06-20,North,Office Supplies,Phone,8,210.81,1686.48,2022-06
1150,2022-01-29,West,Furniture,Printer,4,210.81,843.24,2022-01
1151,2022-02-05,North,Electronics,Monitor,1,210.81,210.81,2022-02
1152,2022-01-13,North,Furniture,Pen,1,210.81,210.81,2022-01
1153,2022-06-09,East,Electronics,Notebook,1,210.81,210.81,2022-06
1154,2022-11-23,West,Office Supplies,Laptop,1,210.81,210.81,2022-11
1155,2022-07-06,West,Office Supplies,Notebook,8,210.81,1686.48,2022-07
1156,2022-08-31,North,Electronics,Laptop,3,210.81,632.4300000000001,2022-08
1157,2022-03-27,South,Furniture,Desk,6,210.81,1264.8600000000001,2022-03
1158,2022-10-11,East,Furniture,Notebook,3,210.81,632.4300000000001,2022-10
1159,2022-03-07,East,Furniture,Monitor,5,210.81,1054.05,2022-03
1160,2022-06-19,East,Furniture,Laptop,7,210.81,1475.67,2022-06
1161,2022-02-14,East,Office Supplies,Chair,2,210.81,421.62,2022-02
1162,2022-03-03,West,Office Supplies,Monitor,6,210.81,1264.8600000000001,2022-03
1163,2022-05-14,West,Office Supplies,Chair,6,210.81,1264.8600000000001,2022-05
1164,2022-10-11,South,Office Supplies,Notebook,3,210.81,632.4300000000001,2022-10
1165,2022-01-28,East,Office Supplies,Chair,6,210.81,1264.8600000000001,2022-01
1166,2022-04-18,East,Furniture,Laptop,5,210.81,1054.05,2022-04
1167,2022-02-13,North,Furniture,Monitor,2,210.81,421.62,2022-02
1168,2022-12-06,West,Furniture,Pen,9,210.81,1897.29,2022-12
1169,2022-10-13,East,Furniture,Printer,8,210.81,1686.48,2022-10
1170,2022-11-27,South,Office Supplies,Laptop,3,210.81,632.4300000000001,2022-11
1171,2022-05-08,South,Office Supplies,Laptop,8,210.81,1686.48,2022-05
1172,2022-12-14,West,Office Supplies,Pen,9,210.81,1897.29,2022-12
1173,2022-08-19,South,Electronics,Monitor,3,210.81,632.4300000000001,2022-08
1174,2022-07-09,South,Furniture,Monitor,3,210.81,632.4300000000001,2022-07
1175,2022-08-13,West,Furniture,Phone,2,210.81,421.62,2022-08
1176,2022-10-10,East,Office Supplies,Notebook,8,210.81,1686.48,2022-10
1177,2022-05-01,East,Furniture,Chair,1,210.81,210.81,2022-05
1178,2022-04-26,South,Furniture,Notebook,8,210.81,1686.48,2022-04
1179,2022-08-21,South,Office Supplies,Pen,7,210.81,1475.67,2022-08
1180,2022-09-16,East,Electronics,Notebook,7,210.81,1475.67,2022-09
1181,2022-12-25,West,Electronics,Pen,3,210.81,632.4300000000001,2022-12
1182,2022-07-17,South,Electronics,Monitor,1,210.81,210.81,2022-07
1183,2022-05-17,North,Office Supplies,Chair,4,210.81,843.24,2022-05
1184,2022-11-14,West,Furniture,Notebook,9,210.81,1897.29,2022-11
1185,2022-06-14,South,Office Supplies,Laptop,5,210.81,1054.05,2022-06
1186,2022-08-13,South,Office Supplies,Desk,1,210.81,210.81,2022-08
1187,2022-11-03,North,Furniture,Phone,5,210.81,1054.05,2022-11
1188,2022-08-22,North,Electronics,Printer,8,210.81,1686.48,2022-08
1189,2022-06-21,East,Electronics,Laptop,8,210.81,1686.48,2022-06
1190,2022-06-01,West,Office Supplies,Monitor,5,210.81,1054.05,2022-06
1191,2022-11-11,West,Electronics,Printer,9,210.81,1897.29,2022-11
1192,2022-06-09,East,Office Supplies,Desk,1,210.81,210.81,2022-06
1193,2022-04-06,West,Office Supplies,Desk,4,210.81,843.24,2022-04
1194,2022-08-21,West,Furniture,Chair,3,210.81,632.4300000000001,2022-08
1195,2022-06-29,West,Furniture,Printer,2,210.81,421.62,2022-06
1196,2022-04-23,West,Furniture,Chair,8,210.81,1686.48,2022-04
1197,2022-11-14,West,Office Supplies,Laptop,7,210.81,1475.67,2022-11
1198,2022-02-21,North,Furniture,Pen,9,210.81,1897.29,2022-02
1199,2022-09-25,West,Electronics,Pen,2,210.81,421.62,2022-09
1200,2022-10-22,North,Electronics,Pen,4,210.81,843.24,2022-10
1201,2022-04-23,West,Office Supplies,Printer,6,210.81,1264.8600000000001,2022-04
1202,2022-04-11,East,Office Supplies,Pen,3,210.81,632.4300000000001,2022-04
1203,2022-04-23,South,Furniture,Laptop,8,210.81,1686.48,2022-04
1204,2022-03-22,North,Office Supplies,Chair,3,210.81,632.4300000000001,2022-03
1205,2022-07-06,West,Office Supplies,Printer,2,210.81,421.62,2022-07
1206,2022-04-23,East,Electronics,Chair,3,210.81,632.4300000000001,2022-04
1207,2022-01-02,South,Electronics,Printer,6,210.81,1264.8600000000001,2022-01
1208,2022-05-10,North,Furniture,Chair,2,210.81,421.62,2022-05
1209,2022-08-08,South,Office Supplies,Desk,8,210.81,1686.48,2022-08
1210,2022-02-23,East,Office Supplies,Chair,1,210.81,210.81,2022-02
1211,2022-12-09,North,Electronics,Pen,7,210.81,1475.67,2022-12
1212,2022-08-12,South,Office Supplies,Desk,2,210.81,421.62,2022-08
1213,2022-08-13,West,Electronics,Chair,6,210.81,1264.8600000000001,2022-08
1214,2022-05-06,North,Furniture,Printer,2,210.81,421.62,2022-05
1215,2022-05-10,South,Electronics,Printer,2,210.81,421.62,2022-05
1216,2022-02-22,East,Office Supplies,Phone,8,210.81,1686.48,2022-02
1217,2022-06-21,East,Furniture,Printer,2,210.81,421.62,2022-06
1218,2022-08-06,North,Electronics,Monitor,7,210.81,1475.67,2022-08
1219,2022-06-09,South,Electronics,Laptop,3,210.81,632.4300000000001,2022-06
1220,2022-07-17,North,Furniture,Printer,8,210.81,1686.48,2022-07
1221,2022-09-04,North,Furniture,Desk,7,210.81,1475.67,2022-09
1222,2022-11-20,South,Electronics,Phone,8,210.81,1686.48,2022-11
1223,2022-07-22,South,Office Supplies,Printer,7,210.81,1475.67,2022-07
1224,2022-07-03,West,Electronics,Monitor,6,210.81,1264.8600000000001,2022-07
1225,2022-05-03,South,Furniture,Pen,7,210.81,1475.67,2022-05
1226,2022-09-12,East,Electronics,Desk,5,210.81,1054.05,2022-09
1227,2022-10-21,North,Furniture,Monitor,7,210.81,1475.67,2022-10
1228,2022-10-07,North,Furniture,Pen,1,210.81,210.81,2022-10
1229,2022-11-21,East,Office Supplies,Notebook,1,210.81,210.81,2022-11
1230,2022-04-08,South,Furniture,Notebook,9,210.81,1897.29,2022-04
1231,2022-07-17,East,Furniture,Desk,5,210.81,1054.05,2022-07
1232,2022-08-28,East,Office Supplies,Chair,5,210.81,1054.05,2022-08
1233,2022-05-24,West,Furniture,Laptop,3,210.81,632.4300000000001,2022-05
1234,2022-04-07,East,Office Supplies,Phone,5,210.81,1054.05,2022-04
1235,2022-07-20,North,Office Supplies,Laptop,3,210.81,632.4300000000001,2022-07
1236,2022-05-04,East,Furniture,Monitor,9,210.81,1897.29,2022-05
1237,2022-07-06,North,Furniture,Pen,9,210.81,1897.29,2022-07
1238,2022-11-22,North,Electronics,Laptop,6,210.81,1264.8600000000001,2022-11
1239,2022-12-15,North,Office Supplies,Pen,1,210.81,210.81,2022-12
1240,2022-09-16,South,Electronics,Pen,7,210.81,1475.67,2022-09
1241,2022-05-28,West,Furniture,Monitor,7,210.81,1475.67,2022-05
1242,2022-09-09,North,Electronics,Monitor,4,210.81,843.24,2022-09
1243,2022-12-12,North,Office Supplies,Monitor,8,210.81,1686.48,2022-12
1244,2022-05-27,South,Electronics,Laptop,6,210.81,1264.8600000000001,2022-05
1245,2022-05-28,North,Office Supplies,Notebook,4,210.81,843.24,2022-05
1246,2022-12-18,East,Furniture,Monitor,4,210.81,843.24,2022-12
1247,2022-07-18,East,Furniture,Phone,2,210.81,421.62,2022-07
1248,2022-11-04,West,Office Supplies,Laptop,2,210.81,421.62,2022-11
1249,2022-05-08,North,Furniture,Monitor,4,210.81,843.24,2022-05
1250,2022-02-08,South,Furniture,Printer,5,210.81,1054.05,2022-02
1251,2022-12-04,East,Furniture,Pen,8,210.81,1686.48,2022-12
1252,2022-12-26,South,Furniture,Phone,6,210.81,1264.8600000000001,2022-12
1253,2022-05-09,South,Office Supplies,Monitor,4,210.81,843.24,2022-05
1254,2022-09-24,East,Electronics,Desk,7,210.81,1475.67,2022-09
1255,2022-05-31,South,Electronics,Pen,8,210.81,1686.48,2022-05
1256,2022-10-25,East,Furniture,Pen,2,210.81,421.62,2022-10
1257,2022-04-09,South,Electronics,Monitor,7,210.81,1475.67,2022-04
1258,2022-09-20,East,Electronics,Notebook,2,210.81,421.62,2022-09
1259,2022-09-09,North,Furniture,Chair,2,210.81,421.62,2022-09
1260,2022-05-24,West,Furniture,Notebook,8,210.81,1686.48,2022-05
1261,2022-12-12,East,Electronics,Monitor,2,210.81,421.62,2022-12
1262,2022-04-22,East,Office Supplies,Pen,9,210.81,1897.29,2022-04
1263,2022-03-01,West,Furniture,Phone,1,210.81,210.81,2022-03
1264,2022-01-02,East,Office Supplies,Desk,9,210.81,1897.29,2022-01
1265,2022-10-31,East,Electronics,Phone,1,210.81,210.81,2022-10
1266,2022-09-11,South,Furniture,Phone,2,210.81,421.62,2022-09
1267,2022-05-20,West,Office Supplies,Pen,6,210.81,1264.8600000000001,2022-05
1268,2022-02-06,North,Furniture,Notebook,6,210.81,1264.8600000000001,2022-02
1269,2022-06-09,East,Electronics,Desk,1,210.81,210.81,2022-06
1270,2022-01-09,West,Office Supplies,Laptop,7,210.81,1475.67,2022-01
1271,2022-08-21,South,Electronics,Printer,8,210.81,1686.48,2022-08
1272,2022-04-09,North,Electronics,Pen,2,210.81,421.62,2022-04
1273,2022-05-27,West,Furniture,Monitor,8,210.81,1686.48,2022-05
1274,2022-10-31,North,Office Supplies,Laptop,9,210.81,1897.29,2022-10
1275,2022-07-27,North,Electronics,Printer,6,210.81,1264.8600000000001,2022-07
1276,2022-05-11,North,Electronics,Monitor,5,210.81,1054.05,2022-05
1277,2022-06-01,East,Office Supplies,Phone,9,210.81,1897.29,2022-06
1278,2022-02-23,East,Electronics,Chair,9,210.81,1897.29,2022-02
1279,2022-04-30,South,Electronics,Monitor,1,210.81,210.81,2022-04
1280,2022-06-10,South,Office Supplies,Desk,3,210.81,632.4300000000001,2022-06
1281,2022-04-26,West,Office Supplies,Desk,9,210.81,1897.29,2022-04
1282,2022-03-16,South,Office Supplies,Chair,2,210.81,421.62,2022-03
1283,2022-04-23,North,Office Supplies,Laptop,4,210.81,843.24,2022-04
1284,2022-04-14,North,Furniture,Printer,4,210.81,843.24,2022-04
1285,2022-12-06,East,Office Supplies,Monitor,2,210.81,421.62,2022-12
1286,2022-09-11,North,Furniture,Desk,3,210.81,632.4300000000001,2022-09
1287,2022-08-15,West,Furniture,Laptop,3,210.81,632.4300000000001,2022-08
1288,2022-04-22,North,Furniture,Chair,1,210.81,210.81,2022-04
1289,2022-04-09,North,Electronics,Notebook,6,210.81,1264.8600000000001,2022-04
1290,2022-06-02,West,Furniture,Pen,8,210.81,1686.48,2022-06
1291,2022-12-15,South,Furniture,Notebook,3,210.81,632.4300000000001,2022-12
1292,2022-12-04,South,Electronics,Notebook,5,210.81,1054.05,2022-12
1293,2022-07-13,West,Electronics,Desk,1,210.81,210.81,2022-07
1294,2022-11-06,East,Electronics,Phone,7,210.81,1475.67,2022-11
1295,2022-06-12,North,Office Supplies,Phone,1,210.81,210.81,2022-06
1296,2022-07-27,West,Electronics,Chair,9,210.81,1897.29,2022-07
1297,2022-06-18,North,Electronics,Monitor,8,210.81,1686.48,2022-06
1298,2022-06-10,East,Furniture,Phone,7,210.81,1475.67,2022-06
1299,2022-03-09,North,Electronics,Notebook,7,210.81,1475.67,2022-03
1300,2022-10-16,West,Office Supplies,Phone,5,210.81,1054.05,2022-10
1301,2022-10-04,North,Electronics,Notebook,5,210.81,1054.05,2022-10
1302,2022-10-31,South,Office Supplies,Printer,5,210.81,1054.05,2022-10
1303,2022-05-15,East,Electronics,Desk,1,210.81,210.81,2022-05
1304,2022-07-14,East,Electronics,Desk,8,210.81,1686.48,2022-07
1305,2022-05-08,East,Electronics,Monitor,1,210.81,210.81,2022-05
1306,2022-02-02,West,Electronics,Phone,4,210.81,843.24,2022-02
1307,2022-06-25,East,Office Supplies,Phone,9,210.81,1897.29,2022-06
1308,2022-01-22,South,Office Supplies,Pen,9,210.81,1897.29,2022-01
1309,2022-08-26,West,Furniture,Laptop,5,210.81,1054.05,2022-08
1310,2022-06-07,South,Office Supplies,Printer,4,210.81,843.24,2022-06
1311,2022-02-07,North,Electronics,Desk,3,210.81,632.4300000000001,2022-02
1312,2022-08-18,North,Furniture,Printer,3,210.81,632.4300000000001,2022-08
1313,2022-12-31,North,Furniture,Desk,5,210.81,1054.05,2022-12
1314,2022-02-20,North,Furniture,Printer,1,210.81,210.81,2022-02
1315,2022-09-21,South,Electronics,Chair,5,210.81,1054.05,2022-09
1316,2022-10-10,West,Office Supplies,Notebook,6,210.81,1264.8600000000001,2022-10
1317,2022-01-27,West,Electronics,Desk,7,210.81,1475.67,2022-01
1318,2022-08-14,East,Furniture,Printer,9,210.81,1897.29,2022-08
1319,2022-10-04,South,Electronics,Phone,3,210.81,632.4300000000001,2022-10
1320,2022-10-13,North,Electronics,Laptop,2,210.81,421.62,2022-10
1321,2022-04-07,South,Office Supplies,Chair,3,210.81,632.4300000000001,2022-04
1322,2022-10-11,East,Office Supplies,Chair,9,210.81,1897.29,2022-10
1323,2022-11-13,East,Furniture,Laptop,7,210.81,1475.67,2022-11
1324,2022-10-31,South,Electronics,Printer,9,210.81,1897.29,2022-10
1325,2022-05-27,South,Electronics,Phone,2,210.81,421.62,2022-05
1326,2022-01-04,South,Office Supplies,Monitor,5,210.81,1054.05,2022-01
1327,2022-02-04,West,Electronics,Laptop,4,210.81,843.24,2022-02
1328,2022-07-11,North,Electronics,Printer,2,210.81,421.62,2022-07
1329,2022-02-18,South,Electronics,Laptop,9,210.81,1897.29,2022-02
1330,2022-01-17,South,Office Supplies,Laptop,9,210.81,1897.29,2022-01
1331,2022-06-21,South,Furniture,Desk,6,210.81,1264.8600000000001,2022-06
1332,2022-08-08,East,Furniture,Printer,6,210.81,1264.8600000000001,2022-08
1333,2022-06-07,East,Electronics,Monitor,8,210.81,1686.48,2022-06
1334,2022-02-15,West,Furniture,Notebook,6,210.81,1264.8600000000001,2022-02
1335,2022-01-06,North,Office Supplies,Desk,1,210.81,210.81,2022-01
1336,2022-04-09,West,Office Supplies,Laptop,4,210.81,843.24,2022-04
1337,2022-08-21,North,Furniture,Notebook,7,210.81,1475.67,2022-08
1338,2022-02-06,East,Furniture,Pen,2,210.81,421.62,2022-02
1339,2022-10-07,East,Electronics,Notebook,9,210.81,1897.29,2022-10
1340,2022-12-15,East,Furniture,Laptop,8,210.81,1686.48,2022-12
1341,2022-10-29,West,Electronics,Laptop,8,210.81,1686.48,2022-10
1342,2022-06-30,South,Electronics,Phone,7,210.81,1475.67,2022-06
1343,2022-04-05,South,Office Supplies,Printer,4,210.81,843.24,2022-04
1344,2022-04-09,East,Office Supplies,Printer,2,210.81,421.62,2022-04
1345,2022-07-07,South,Office Supplies,Desk,3,210.81,632.4300000000001,2022-07
1346,2022-04-26,South,Office Supplies,Monitor,6,210.81,1264.8600000000001,2022-04
1347,2022-07-10,West,Furniture,Desk,5,210.81,1054.05,2022-07
1348,2022-09-10,North,Office Supplies,Chair,8,210.81,1686.48,2022-09
1349,2022-06-10,East,Furniture,Laptop,6,210.81,1264.8600000000001,2022-06
1350,2022-09-13,East,Office Supplies,Notebook,6,210.81,1264.8600000000001,2022-09
1351,2022-11-19,West,Furniture,Pen,1,210.81,210.81,2022-11
1352,2022-05-08,West,Electronics,Laptop,4,210.81,843.24,2022-05
1353,2022-01-18,South,Furniture,Laptop,5,210.81,1054.05,2022-01
1354,2022-10-08,East,Furniture,Desk,3,210.81,632.4300000000001,2022-10
1355,2022-08-11,North,Office Supplies,Pen,9,210.81,1897.29,2022-08
1356,2022-02-23,West,Furniture,Pen,1,210.81,210.81,2022-02
1357,2022-02-27,North,Electronics,Pen,6,210.81,1264.8600000000001,2022-02
1358,2022-11-19,North,Electronics,Desk,6,210.81,1264.8600000000001,2022-11
1359,2022-12-26,East,Office Supplies,Laptop,5,210.81,1054.05,2022-12
1360,2022-06-23,East,Electronics,Desk,5,210.81,1054.05,2022-06
1361,2022-10-07,West,Furniture,Printer,5,210.81,1054.05,2022-10
